business_name,category,phone,email,website,state,city,suburb,postcode,lead_score,tier,first_seen_at
CKC PAINTING PTY LTD,painter,,,,ACT,Canberra,,2912,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
CLARK ELECTRICAL SERVICES PTY LIMITED,electrician,,,,ACT,Canberra,,2911,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
CLASSIC CONSTRUCTIONS (AUST) PTY LTD,builder,,,,ACT,Canberra,,2911,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
CLAW CONSTRUCTION,builder,,,,ACT,Canberra,,2905,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
CLEAN MY SOLAR PTY. LTD.,solar,,,,ACT,Canberra,,2905,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
CLOUDBREAKMETALROOFING,roofer,,,,ACT,Canberra,,2606,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
CLUED-UP CONSTRUCTION PTY LTD,builder,,,,ACT,Canberra,,2914,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
COBA CONSTRUCTIONS PTY LTD,builder,,,,ACT,Canberra,,2913,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
COBUILT PLUMBING AND DRAINAGE PTY LTD,plumbing,,,,ACT,Canberra,,2607,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
COLDA CONSTRUCTIONS HOLDINGS PTY LTD,builder,,,,ACT,Canberra,,2609,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
COLDA CONSTRUCTIONS PTY LTD,builder,,,,ACT,Canberra,,2609,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
COLLIGANS ELECTRICAL PTY LIMITED,electrician,,,,ACT,Canberra,,2614,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
COLMEX PAINTING PTY. LTD.,painter,,,,ACT,Canberra,,2615,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
COLOURISTO PAINTING PTY LTD,painter,,,,ACT,Canberra,,2905,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
COMBINED CONSTRUCTIONS (ACT) PTY LTD,builder,,,,ACT,Canberra,,2614,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
CONCEPT CARPENTRY & CONSTRUCTION PTY LTD,builder,,,,ACT,Canberra,,2906,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
CONNECT COOLING PTY. LTD.,air conditioning,,,,ACT,Canberra,,2617,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
CONNECT ELECTRICAL ACT PTY LTD,electrician,,,,ACT,Canberra,,2905,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
CONSTRUCTION ADVISORY SERVICES PTY LTD,builder,,,,ACT,Canberra,,2913,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
CONSTRUCTION AND HOUSING ASSOCIATION AUSTRALIA PTY. LIMITED,builder,,,,ACT,Canberra,,2612,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
CONSTRUCTION CONTROL AUSTRALIA PTY LIMITED,builder,,,,ACT,Canberra,,2612,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
CONSTRUCTION CONTROL ONE UNIT TRUST & JUNSTAMP UNIT TRUST,builder,,,,ACT,Canberra,,2612,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
CONSTRUCTION COORDINATION AUSTRALIA PTY LTD,builder,,,,ACT,Canberra,,2914,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
CONSTRUCTION SOLUTIONS MANAGEMENT PTY LTD,builder,,,,ACT,Canberra,,2603,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
CONTEMPORARY PLUMBING PTY LTD,plumbing,,,,ACT,Canberra,,2609,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
COOLS CONSTRUCTIONS PTY LTD,builder,,,,ACT,Canberra,,2914,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
COPPER FIELD ELECTRICAL PTY LTD,electrician,,,,ACT,Canberra,,2615,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
COVENANT CONSTRUCTIONS PTY. LTD.,builder,,,,ACT,Canberra,,2612,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
COZELA CONSTRUCTIONS PTY LTD,builder,,,,ACT,Canberra,,2614,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
COZYLIVING CONSTRUCTIONS PTY LTD,builder,,,,ACT,Canberra,,2611,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
CP PLUMBING & CERTIFYING PTY LTD,plumbing,,,,ACT,Canberra,,2602,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
CRAIG GARDNER CONSTRUCTIONS PTY LTD,builder,,,,ACT,Canberra,,2607,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
CTL CONSTRUCTION PTY LTD,builder,,,,ACT,Canberra,,2914,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
CTL PAINTING&DECORATING PTY LTD,painter,,,,ACT,Canberra,,2914,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
CURRENT INDUSTRIES ELECTRICAL AND AIR CONDITIONING PTY LTD,electrician,,,,ACT,Canberra,,2600,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
CUSBERT - MAKINGS CONSTRUCTIONS,builder,,,,ACT,Canberra,,2905,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
CUTTING METAL ROOFING PTY LTD,roofer,,,,ACT,Canberra,,2905,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
CUTTING METAL ROOFING PTY LTD & GIBSON METAL ROOFING PTY LTD,roofer,,,,ACT,Canberra,,2614,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Canberra Commercial Plumbing,plumbing,,,,ACT,Canberra,,2609,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
Canberra Solar Installations,electrician,,,,ACT,Canberra,,2902,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
Canberra Solar Shine,solar,,,,ACT,Canberra,,2911,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
CanberraElectrician.com,electrician,,,,ACT,Canberra,,2903,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Capital Electrical & Data Supplies,electrician,,,,ACT,Canberra,,2611,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Cappello Plumbing & Gas,plumbing,,,,ACT,Canberra,,2911,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Champness Builders Pty Ltd,builder,,,,ACT,Canberra,,2600,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Chapman Construction Holdings Pty Limited,builder,,,,ACT,Canberra,,2609,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Chapman Constructions Canberra,builder,,,,ACT,Canberra,,2609,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Checkm8 Construction,builder,,,,ACT,Canberra,,2611,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Classic Constructions Holdings Pty Limited,builder,,,,ACT,Canberra,,2911,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Complete Plumbing (ACT) Pty Limited,plumbing,,,,ACT,Canberra,,2904,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Complex Electrical and Data Solutions,electrician,,,,ACT,Canberra,,2617,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Construction Control 2601 Unit Trust,builder,,,,ACT,Canberra,,2612,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
D V CONSTRUCTIONS AND RENOVATIONS PTY LTD,builder,,,,ACT,Canberra,,2615,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
D'ADDARIO ELECTRICAL PTY LTD,electrician,,,,ACT,Canberra,,2602,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
DADDY SUN SOLAR,solar,,,,ACT,Canberra,,2914,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
DAN'S CUSTOM JOINERY PTY LTD,kitchen,,,,ACT,Canberra,,2905,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
DANIEL'S CREATIVE GUTTERS & ROOFING PTY LTD,roofer,,,,ACT,Canberra,,2906,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
DAVESI CONSTRUCTION GROUP,builder,,,,ACT,Canberra,,2902,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
DAVIS HART ELECTRICAL SOLUTIONS PTY LTD,electrician,,,,ACT,Canberra,,2609,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
DAWSON JOINERY,kitchen,,,,ACT,Canberra,,2609,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
DC Solar & Electrical ACT,electrician,,,,ACT,Canberra,,2615,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
DELEK CONSTRUCTIONS PTY LTD,builder,,,,ACT,Canberra,,2914,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
DELUXE CONSTRUCTION AND DEVELOPMENTS PTY LTD,builder,,,,ACT,Canberra,,2914,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
DENIS BARAC PLUMBING AND SITEWORKS PTY LTD,plumbing,,,,ACT,Canberra,,2617,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
DG PLUMBING AND HYDRANT SERVICES PTY LIMITED,plumbing,,,,ACT,Canberra,,2905,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
DI IULIO CONSTRUCTIONS PTY LIMITED,builder,,,,ACT,Canberra,,2617,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
DICKSON MAJURA DEVELOPMENT & CONSTRUCTION PTY. LTD.,builder,,,,ACT,Canberra,,2914,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
DISTINCT PLUMBING GROUP PTY LTD,plumbing,,,,ACT,Canberra,,2611,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
DISTINGUISHED CONSTRUCTION CANBERRA PTY LTD,builder,,,,ACT,Canberra,,2611,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
DOKOZ UNITE CONSTRUCTION PTY LTD,builder,,,,ACT,Canberra,,2611,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
DON'T PANIC PLUMBING AS TRUSTEE FOR ROSS FAMILY TRUST,plumbing,,,,ACT,Canberra,,2614,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
DRAIN KING,plumbing,,,,ACT,Canberra,,2605,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
DRAUGHT PROOFING SPECIALISTS,roofer,,,,ACT,Canberra,,2911,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
DREAMBUILD CONSTRUCTION PTY LTD,builder,,,,ACT,Canberra,,2602,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
DROMGOLD CONSTRUCTIONS PTY LTD,builder,,,,ACT,Canberra,,2902,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
DUFFY CONSTRUCTION (ACT) PTY LTD,builder,,,,ACT,Canberra,,2607,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
DUOFLO PLUMBING PTY LTD,plumbing,,,,ACT,Canberra,,2605,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
DUSTANA CONSTRUCTIONS,builder,,,,ACT,Canberra,,2905,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
DYNAMIC RENOVATIONS,builder,,,,ACT,Canberra,,2615,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
Dawe Constructions Pty Ltd,builder,,,,ACT,Canberra,,2612,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Delta Electrical Canberra,electrician,,,,ACT,Canberra,,2609,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
DesignBuilder Software Australia,builder,,,,ACT,Canberra,,2617,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
Di Iulio Building & Construction Pty Ltd,builder,,,,ACT,Canberra,,2913,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Drips and Drains Plumbing,plumbing,,,,ACT,Canberra,,2604,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Duncans Heating and Cooling,plumbing,,,,ACT,Canberra,,2614,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Duncans Plumbing Service,plumbing,,,,ACT,Canberra,,2614,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
E P C SOLAR HOLDINGS PTY LTD,solar,,,,ACT,Canberra,,2911,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
E. P ELECTRICAL SERVICES PTY LTD,electrician,,,,ACT,Canberra,,2615,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
EARTHAGE CONSTRUCTIONS PTY LTD,builder,,,,ACT,Canberra,,2618,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
EAST ELECTRICAL & RENEWABLES,electrician,,,,ACT,Canberra,,2906,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
ECG ELECTRICAL ADMINISTRATION PTY LTD,electrician,,,,ACT,Canberra,,2911,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
ECG ELECTRICAL HOLDINGS PTY LTD,electrician,,,,ACT,Canberra,,2911,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
EDWARD ROBERT BUILDERS PTY LTD,builder,,,,ACT,Canberra,,2906,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
EDWARDS CONSTRUCTIONS (AUST) PTY LTD,builder,,,,ACT,Canberra,,2600,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
EFFECTIVE PAINTING PTY LTD,painter,,,,ACT,Canberra,,2906,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
EGO'S PLUMBING PTY LTD,plumbing,,,,ACT,Canberra,,2607,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
EIGHT 83 PLUMBING PTY LTD,plumbing,,,,ACT,Canberra,,2913,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
ELECTRICAL EFFECT,electrician,,,,ACT,Canberra,,2906,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
ELEGANT IMAGE BEAUTY SALON AND SOLARIUM,solar,,,,ACT,Canberra,,2900,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
ELEVATE AIR CONDITIONING PTY LTD,air conditioning,,,,ACT,Canberra,,2913,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
ELEVATE CONCRETING & CONSTRUCTION PTY LTD,builder,,,,ACT,Canberra,,2617,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
ELEVATED CONSTRUCTIONS ONE PTY LIMITED,builder,,,,ACT,Canberra,,2601,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
ELITE CONSTRUCTIONS AUSTRALIA PTY LIMITED,builder,,,,ACT,Canberra,,2611,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
ELITE HEATING AND COOLING PTY LTD,air conditioning,,,,ACT,Canberra,,2603,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
ELITE PLUMBING AND DRAINAGE (ACT) PTY LTD,plumbing,,,,ACT,Canberra,,2913,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
ELITE RENOVATIONS ACT,builder,,,,ACT,Canberra,,2609,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
EMPIRE ELECTRICAL SERVICES PTY. LTD,electrician,,,,ACT,Canberra,,2903,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
EMPIRE GLOBAL CONSTRUCTIONS HOLDINGS PTY LTD,builder,,,,ACT,Canberra,,2914,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
EMPIRE GLOBAL CONSTRUCTIONS PTY LTD,builder,,,,ACT,Canberra,,2914,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
ENLIGHTEN ELECTRICAL PTY LTD,electrician,,,,ACT,Canberra,,2609,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
EPC SOLAR INFRASTRUCTURE PTY LTD,solar,,,,ACT,Canberra,,2911,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
EPC SOLAR INFRASTRUCTURE SERVICES PTY LTD,solar,,,,ACT,Canberra,,2911,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
EVERHOT PLUMBING PTY LTD,plumbing,,,,ACT,Canberra,,2905,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
EVERLOCH ELECTRICAL PTY LTD,electrician,,,,ACT,Canberra,,2614,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
EXACT ELECTRICAL GROUP,electrician,,,,ACT,Canberra,,2609,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
EXACT ELECTRICAL HOLDINGS PTY LTD,electrician,,,,ACT,Canberra,,2609,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
EXPERIENCE PAINTING PTY LTD,painter,,,,ACT,Canberra,,2617,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
EZIFLOW PLUMBING PTY LTD,plumbing,,,,ACT,Canberra,,2902,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
Easy Air HVAC,air conditioning,,,,ACT,Canberra,,2612,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
Eleven Electrical Solutions Pty Ltd,electrician,,,,ACT,Canberra,,2914,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Evans Construction Management Pty Ltd,builder,,,,ACT,Canberra,,2611,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Excel Metal Roofing,roofer,,,,ACT,Canberra,,2911,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
FACCHINI CONSTRUCTIONS (ACT) PTY LIMITED,builder,,,,ACT,Canberra,,2615,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
FACELIFT RENOVATIONS & CONSTRUCTION PTY LTD,builder,,,,ACT,Canberra,,2609,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
FAIR & SQUARE CONSTRUCTIONSPTY LTD,builder,,,,ACT,Canberra,,2905,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
FALLON BUILDERS PTY LTD,builder,,,,ACT,Canberra,,2617,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
FANTASTIC PAINTING SERVICES PTY LIMITED,painter,,,,ACT,Canberra,,2615,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
FANTI HOME PAINTING PTY. LTD.,painter,,,,ACT,Canberra,,2912,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
FARRANT CONSTRUCTION PTY LTD,builder,,,,ACT,Canberra,,2617,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
FIREBALL CONSTRUCTIONS PTY. LTD.,builder,,,,ACT,Canberra,,2614,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
FIRSTCALL CONSTRUCTIONS PTY LTD,builder,,,,ACT,Canberra,,2615,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
FIVE STAR ELECTRICAL,electrician,,,,ACT,Canberra,,2609,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
FIXI PLUMBING PTY LTD,plumbing,,,,ACT,Canberra,,2611,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
FIXI PLUMBING SERVICES PTY LTD,plumbing,,,,ACT,Canberra,,2611,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
FLASH CARPENTRY & CONSTRUCTION PTY LTD,builder,,,,ACT,Canberra,,2615,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
FLEXIBLE CONSTRUCTIONS PTY LTD,builder,,,,ACT,Canberra,,2911,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
FRASER COAST SOLAR DEVELOPMENT PTY LTD,solar,,,,ACT,Canberra,,2601,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
FREESTYLE CONSTRUCTIONS ACT PTY LTD,builder,,,,ACT,Canberra,,2911,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
FRENCH CONNECTION ELECTRICAL SOLUTIONS,electrician,,,,ACT,Canberra,,2913,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
FULLER AND CO ELECTRICAL PTY LTD,electrician,,,,ACT,Canberra,,2615,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
FUSION PAINTING SERVICES,builder,,,,ACT,Canberra,,2913,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
FUTURE LIVING CONSTRUCTIONS PTY LTD,builder,,,,ACT,Canberra,,2615,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
FUZION ELECTRICAL & DATA PTY LIMITED,electrician,,,,ACT,Canberra,,2902,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
FYSHWICK PLUMBING PTY LIMITED,plumbing,,,,ACT,Canberra,,2609,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Falcon Roofing Canberra,roofer,,,,ACT,Canberra,,2911,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
FixMate Roofing and Services,roofer,,,,ACT,Canberra,,2615,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Fused Electrical Co,electrician,,,,ACT,Canberra,,2905,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Fyshwick Marine & Auto Electrical,electrician,,,,ACT,Canberra,,2604,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
G & R ELECTRICAL SERVICES PTY LIMITED,electrician,,,,ACT,Canberra,,2603,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
G B Right Electrical Pty Ltd,electrician,,,,ACT,Canberra,,2913,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
G M H ELECTRICAL SERVICES,electrician,,,,ACT,Canberra,,2600,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
G REES ELECTRICAL,electrician,,,,ACT,Canberra,,2615,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
G-SCOPE CONSTRUCTION PTY LTD,builder,,,,ACT,Canberra,,2914,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
GADGETS ELECTRICAL & SECURITY PTY LTD,electrician,,,,ACT,Canberra,,2906,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GAFFEY CONSTRUCTIONS PTY LTD,builder,,,,ACT,Canberra,,2603,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GALAHAD PLUMBING SERVICES PTY LTD,plumbing,,,,ACT,Canberra,,2615,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GENERAL PURPOSE ROOFING PTY LTD,roofer,,,,ACT,Canberra,,2615,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GENERATE ELECTRICAL CANBERRA PTY LTD,electrician,,,,ACT,Canberra,,2906,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GEORGE BROWN ELECTRICAL,electrician,,,,ACT,Canberra,,2609,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GET BUILT CONSTRUCTIONS PTY LTD,builder,,,,ACT,Canberra,,2614,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
GFK ELECTRICAL PTY LTD,electrician,,,,ACT,Canberra,,2607,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GG CIVIL CONSTRUCTION PTY LTD,builder,,,,ACT,Canberra,,2612,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GH CONSTRUCTIONS (A.C.T.) PTY LTD,builder,,,,ACT,Canberra,,2904,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GIBSON METAL ROOFING PTY LTD,roofer,,,,ACT,Canberra,,2614,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
GIUSEPPE CONSTRUCTIONS & REPAIRS PTY LTD,builder,,,,ACT,Canberra,,2905,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GJP PLUMBING & GAS PTY LTD,plumbing,,,,ACT,Canberra,,2914,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
GLAZE MASTERS CONSTRUCTION PTY LTD,builder,,,,ACT,Canberra,,2617,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GLENDENING COMMERCIAL PAINTING & MAINTENANCE PTY LTD,painter,,,,ACT,Canberra,,2609,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
GLI PLUMBING,plumbing,,,,ACT,Canberra,,2904,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GMT Constructions,builder,,,,ACT,Canberra,,2905,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GOLD AXE CONSTRUCTIONS PTY LIMITED,builder,,,,ACT,Canberra,,2913,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GOLDEN BRUSH PAINTING PTY LTD,painter,,,,ACT,Canberra,,2605,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GOLDEN LAND PAINTING PTY LTD,painter,,,,ACT,Canberra,,2911,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GOODYES RENOVATION PTY LTD,builder,,,,ACT,Canberra,,2913,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GORILLA METAL ROOFING PTY LTD,roofer,,,,ACT,Canberra,,2902,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GOSHEN ELECTRICAL PTY LTD.,electrician,,,,ACT,Canberra,,2611,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GREENAIR HEATING AND COOLING PTY LTD,air conditioning,,,,ACT,Canberra,,2905,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GREY SUMMIT CONSTRUCTIONS PTY LTD,builder,,,,ACT,Canberra,,2607,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
GROUND BREAK PLUMBING PTY LTD,plumbing,,,,ACT,Canberra,,2609,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GROUND UP CONSTRUCTION ENGINEERING PTY LTD,builder,,,,ACT,Canberra,,2913,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GUANG CONSTRUCTIONS PTY LTD,builder,,,,ACT,Canberra,,2617,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GUGU PAINTING PTY LIMITED,painter,,,,ACT,Canberra,,2614,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GUIDELINE CONSTRUCTIONS PTY LTD,builder,,,,ACT,Canberra,,2905,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GUNAYDIN ROOFING PTY LTD,roofer,,,,ACT,Canberra,,2611,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
GXJ CONSTRUCTION PTY LTD,builder,,,,ACT,Canberra,,2600,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Girls In Construction,builder,,,,ACT,Canberra,,2604,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Glendening Painting & Decorating Services (Aust) Pty Ltd,painter,,,,ACT,Canberra,,2609,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Gosal Construction and Development,builder,,,,ACT,Canberra,,2913,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Graeme Farrugia Cabinetworks,kitchen,,,,ACT,Canberra,,2913,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
Gungahlin Electrical,electrician,,,,ACT,Canberra,,2611,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
H & B SOLAR PTY LTD,solar,,,,ACT,Canberra,,2911,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
HAMILTON CONSTRUCTION CONSULTANCY PTY LTD,builder,,,,ACT,Canberra,,2914,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
HANC CONSTRUCTION,builder,,,,ACT,Canberra,,2612,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
HANNAFORD BUILDING AND CONSTRUCTION,builder,,,,ACT,Canberra,,2611,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
HARRISON ELECTRICAL CANBERRA,electrician,,,,ACT,Canberra,,2905,55,MEDIUM,2026-05-04 15:07:06.688648+00:00
HARRY PAINTERS & DECORATORS PTY LTD,painter,,,,ACT,Canberra,,2913,55,MEDIUM,2026-05-04 16:46:06.788557+00:00
